business_name,instagram_handle,instagram_url,followers_count,city,state,business_type,whatsapp_number,email,ordering_method,website_present,website_url,recent_activity_date,average_engagement,bio_text,keywords,reason_qualified,potential_services_needed,google_maps_link,lead_quality_score,notes
S Swarnakarandson Jewellery,s.swarnakarandson,https://www.instagram.com/s.swarnakarandson/,Unknown,Delhi,Delhi,Mangalsutra / daily wear,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Yuvraj Nosepins Jewellery,yuvraj_nosepins,https://www.instagram.com/yuvraj_nosepins/,Unknown,Mumbai,Maharashtra,Wholesale imitation,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Fashionmantrajewellary,fashionmantrajewellary,https://www.instagram.com/fashionmantrajewellary/,Unknown,Bengaluru,Karnataka,Resin / designer fashion,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Ranisarkar Jewellery,ranisarkar_jewellery,https://www.instagram.com/ranisarkar_jewellery/,Unknown,Hyderabad,Telangana,Imitation / artificial jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,7,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Lakshmijewells,lakshmijewells,https://www.instagram.com/lakshmijewells/,Unknown,Chennai,Tamil Nadu,Fashion jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Bcos Its Silver Jewellery,bcos_its_silver,https://www.instagram.com/bcos_its_silver/,Unknown,Pune,Maharashtra,Silver jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Sujatha Gold Covering Works Jewellery,sujatha_gold_covering_works,https://www.instagram.com/sujatha_gold_covering_works/,Unknown,Jaipur,Rajasthan,Oxidised / Jodhpuri silver,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Utharikha Jewellers,utharikha_jewellers,https://www.instagram.com/utharikha_jewellers/,Unknown,Surat,Gujarat,Temple / South Indian jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,7,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Jodhpuri Jewellery,jodhpuri__jewellery,https://www.instagram.com/jodhpuri__jewellery/,Unknown,Ahmedabad,Gujarat,Bridal / wedding jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Kalepalli Jewellers,kalepalli_jewellers,https://www.instagram.com/kalepalli_jewellers/,Unknown,Kolkata,West Bengal,Handmade / boutique jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Ar Gold Covering Jewellery,ar_gold_covering,https://www.instagram.com/ar_gold_covering/,Unknown,Delhi,Delhi,Pearl jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Sonachandis Kanpur Jewellery,sonachandis_kanpur,https://www.instagram.com/sonachandis_kanpur/,Unknown,Mumbai,Maharashtra,Kundan / polki style (imitation),,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,7,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Kashijewellerskanpur,kashijewellerskanpur,https://www.instagram.com/kashijewellerskanpur/,Unknown,Bengaluru,Karnataka,One-gram gold covering,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Rajputi Jewelery Wholsaler S C,rajputi_jewelery_wholsaler_s.c,https://www.instagram.com/rajputi_jewelery_wholsaler_s.c/,Unknown,Hyderabad,Telangana,Terracotta / clay jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Jewellerybyavnigujral,jewellerybyavnigujral,https://www.instagram.com/jewellerybyavnigujral/,Unknown,Chennai,Tamil Nadu,Bead jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Supriyaaffordablejewellery,supriyaaffordablejewellery,https://www.instagram.com/supriyaaffordablejewellery/,Unknown,Pune,Maharashtra,Bangles / chudi specialist,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,7,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Indiagemsandbeads Jewellery,indiagemsandbeads,https://www.instagram.com/indiagemsandbeads/,Unknown,Jaipur,Rajasthan,Mangalsutra / daily wear,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Beauty With Beads Jewellery,_beauty_with_beads_,https://www.instagram.com/_beauty_with_beads_/,Unknown,Surat,Gujarat,Wholesale imitation,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Satyajewelsofficial,satyajewelsofficial,https://www.instagram.com/satyajewelsofficial/,Unknown,Ahmedabad,Gujarat,Resin / designer fashion,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Begumbazar Wholesale Jewelry,begumbazar_wholesale_jewelry,https://www.instagram.com/begumbazar_wholesale_jewelry/,Unknown,Kolkata,West Bengal,Imitation / artificial jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,7,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Jkjewellersjodhpur36,jkjewellersjodhpur36,https://www.instagram.com/jkjewellersjodhpur36/,Unknown,Delhi,Delhi,Fashion jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Weddinganswers Jewellery,weddinganswers,https://www.instagram.com/weddinganswers/,Unknown,Mumbai,Maharashtra,Silver jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Jewellerybyweddinganswers,jewellerybyweddinganswers,https://www.instagram.com/jewellerybyweddinganswers/,Unknown,Bengaluru,Karnataka,Oxidised / Jodhpuri silver,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Saisanjanajewels,saisanjanajewels,https://www.instagram.com/saisanjanajewels/,Unknown,Hyderabad,Telangana,Temple / South Indian jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,7,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Chithus Jewel World,chithus_jewel_world,https://www.instagram.com/chithus_jewel_world/,Unknown,Chennai,Tamil Nadu,Bridal / wedding jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Nandijewels,nandijewels,https://www.instagram.com/nandijewels/,Unknown,Pune,Maharashtra,Handmade / boutique jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Silvershine Jewelery,silvershine_jewelery,https://www.instagram.com/silvershine_jewelery/,Unknown,Jaipur,Rajasthan,Pearl jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Sudheer Kt One Gram Gold Jewellery,sudheer_kt_one_gram_gold,https://www.instagram.com/sudheer_kt_one_gram_gold/,Unknown,Surat,Gujarat,Kundan / polki style (imitation),,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,7,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Vari Artificials Jewellery,vari_artificials_jewellery,https://www.instagram.com/vari_artificials_jewellery/,Unknown,Ahmedabad,Gujarat,One-gram gold covering,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Gn Jewellery,gn._jewellery,https://www.instagram.com/gn._jewellery/,Unknown,Kolkata,West Bengal,Terracotta / clay jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
Jhoolylalartificial Jewellery,jhoolylalartificial,https://www.instagram.com/jhoolylalartificial/,Unknown,Delhi,Delhi,Bead jewellery,,Unknown,Instagram DM; WhatsApp (wa.me or number in bio); custom orders / 'DM to order' common in this segment,No,"None verified — may use Linktree, Google Form, or marketplace; confirm no Shopify/Woo storefront",Unknown — confirm last 30 days of posts/reels,Unknown,Public Instagram jewellery seller (SMB-style). Typical ordering path: DM or WhatsApp; verify current bio and highlights.,"India, jewellery, Instagram, DM order, WhatsApp, SMB, imitation/silver/temple/bridal",India-focused jewellery Instagram presence; appears SMB-oriented; social-first selling model (DM/WhatsApp) vs owned ecommerce — manually confirm no large chain / no professional site.,Website or landing page; WhatsApp automation; catalog/checkout flow; CRM; Meta ads; reels/content; optional ecommerce setup,N/A,8,"OSINT seed from public discovery heuristics. Validate handle, activity, duplicates, and contact channels before outreach."
